DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
14,1406,10,2014,31,7,14,1406,26,22,1,1,320,320,9,9,75,NEOG
8,0801,10,2014,2,9,8,0801,24,24,1,1,320,320,3,3,NEOG,NEOG
7,0701,10,2014,18,3,7,0701,37,24,1,1,320,320,2,9,81,NEOG
8,0801,11,2014,8,10,8,0801,26,25,1,1,320,320,9,9,71,NEOG
14,1413,12,2014,28,5,14,1413,26,25,1,1,320,320,1,1,92,NEOG
14,1406,11,2014,31,7,14,1406,27,25,1,1,320,320,2,2,52,NEOG
8,0806,12,2014,10,10,8,0806,33,25,1,1,320,320,1,1,52,NEOG
9,0914,10,2014,19,9,9,0914,23,27,1,1,320,320,2,4,81,23
8,0801,10,2014,27,6,8,0801,27,27,1,1,320,320,9,3,71,32
1,0101,12,2014,23,9,1,0110,30,27,1,1,320,320,1,1,43,43
14,1406,10,2014,24,4,14,1406,28,28,1,1,320,320,9,9,IGNORADO,IGNORADO
14,1417,12,2014,31,7,14,1417,26,29,1,1,320,320,1,1,61,NEOG
7,0712,10,2014,28,7,7,0712,999,30,1,1,320,320,2,2,92,NEOG
14,1413,10,2014,10,7,14,1413,25,30,1,1,320,320,9,4,NEOG,41
4,0414,11,2014,12,8,1,0111,27,30,1,1,320,320,9,9,61,NEOG
7,0701,10,2014,22,9,7,0701,30,30,1,1,320,320,9,9,NEOG,NEOG
1,0106,12,2014,24,7,1,0106,35,31,1,1,320,320,2,2,71,NEOG
4,0401,12,2014,12,9,4,0401,34,34,1,1,320,320,2,2,61,NEOG
16,1601,11,2014,26,8,16,1603,34,35,1,1,320,320,4,3,83,NEOG
7,0710,11,2014,6,10,7,0710,36,36,1,1,320,320,2,2,92,NEOG
7,0713,11,2014,30,10,7,0713,43,38,1,1,320,320,3,2,75,NEOG
7,0701,12,2014,30,10,7,0713,43,38,1,1,320,320,3,2,75,NEOG
20,2006,12,2014,22,9,20,2006,45,42,1,1,320,320,1,2,92,NEOG
4,0409,12,2014,23,6,4,0409,48,44,1,1,320,320,9,9,61,NEOG
5,0512,11,2014,17,9,1,0112,47,45,1,1,320,320,4,2,NEOG,NEOG
16,1603,12,2014,15,10,16,1603,50,46,1,1,320,320,1,2,IGNORADO,NEOG
17,1705,10,2014,18,2,16,1609,54,49,1,1,320,320,9,1,IGNORADO,52
3,0301,12,2014,29,9,3,0316,53,50,1,1,320,320,1,1,71,NEOG
12,1207,11,2014,14,7,12,1207,56,53,1,1,320,320,2,2,52,NEOG
9,0901,10,2014,14,7,9,0901,57,56,1,1,320,320,1,1,92,NEOG
14,1401,10,2014,31,7,14,1401,43,61,1,1,320,320,2,9,52,NEOG
9,0901,12,2014,29,10,9,0901,38,37,4,1,320,320,9,9,NEOG,NEOG
16,1601,12,2014,22,5,16,1601,43,40,1,1,320,320,5,4,NEOG,23
1,0101,11,2014,29,8,1,0101,999,999,9,4,320,320,9,9,IGNORADO,IGNORADO
18,1804,11,2014,5,11,18,1804,999,999,9,4,320,320,9,1,IGNORADO,IGNORADO
19,1901,12,2014,24,10,19,1901,999,999,9,4,320,320,9,9,IGNORADO,IGNORADO
9,0901,12,2014,1,7,9,0901,999,999,9,4,320,320,9,9,83,23
1,0101,10,2014,11,7,1,0101,74,999,9,4,320,320,1,9,03,41
5,0501,10,2014,24,7,5,0501,999,999,9,4,320,320,9,1,IGNORADO,IGNORADO
1,0101,10,2014,2,10,1,0101,26,19,9,4,320,320,1,4,NEOG,NEOG
22,2201,11,2014,24,10,22,2201,22,20,9,4,320,320,1,1,61,51
1,0101,11,2014,5,2,1,0107,999,23,9,4,320,320,9,2,IGNORADO,NEOG
20,2010,12,2014,30,7,20,2010,25,23,9,4,320,320,4,3,NEOG,51
11,1101,12,2014,18,9,11,1101,26,24,9,4,320,320,1,4,NEOG,33
1,0101,11,2014,8,4,1,0101,32,24,9,4,320,320,1,5,61,52
1,0101,10,2014,27,6,1,0101,27,25,9,4,320,320,9,4,NEOG,NEOG
5,0511,10,2014,11,7,5,0511,999,25,9,4,320,320,9,1,IGNORADO,NEOG
16,1610,12,2014,29,5,16,1601,27,26,9,4,320,320,4,5,NEOG,23
1,0101,12,2014,27,10,1,0114,29,26,9,4,320,320,4,4,35,NEOG
13,1301,11,2014,24,7,13,1301,999,27,9,4,320,320,9,4,IGNORADO,23
22,2216,12,2014,18,11,22,2216,999,27,9,4,320,320,9,3,IGNORADO,NEOG
13,1309,10,2014,23,4,13,1309,30,27,9,4,320,320,2,4,NEOG,23
18,1801,11,2014,6,10,18,1804,999,29,9,4,320,320,9,4,IGNORADO,34
9,0904,12,2014,9,7,9,0904,999,29,9,4,320,320,1,1,61,NEOG
9,0909,11,2014,24,9,9,0901,30,29,9,4,320,320,4,5,34,21
22,2204,12,2014,14,11,22,2204,30,29,9,4,320,320,9,4,IGNORADO,43
12,1214,12,2014,3,12,4,0401,999,30,9,4,320,320,9,3,IGNORADO,NEOG
9,0910,12,2014,18,9,9,0910,34,30,9,4,320,320,1,5,83,23
1,0101,12,2014,29,10,1,0115,35,31,9,4,320,320,1,5,NEOG,24
1,0101,10,2014,29,5,1,0117,999,32,9,4,320,320,9,4,IGNORADO,NEOG
6,0603,11,2014,14,10,6,0602,999,32,9,4,320,320,1,5,IGNORADO,NEOG
6,0602,12,2014,30,10,6,0602,999,32,9,4,320,320,9,2,IGNORADO,NEOG
1,0101,11,2014,6,10,1,0101,50,32,9,4,320,320,1,2,71,NEOG
1,0101,11,2014,2,10,6,0611,999,33,9,4,320,320,9,4,IGNORADO,NEOG
9,0901,10,2014,9,6,9,0901,34,33,9,4,320,320,4,5,NEOG,34
1,0101,10,2014,8,9,1,0101,37,33,9,4,320,320,4,4,43,41
4,0401,10,2014,25,8,4,0401,999,34,9,4,320,320,9,4,IGNORADO,41
4,0401,10,2014,10,9,4,0401,999,34,9,4,320,320,9,3,IGNORADO,NEOG
1,0101,12,2014,17,6,22,2205,999,34,9,4,320,320,9,4,IGNORADO,23
10,1019,11,2014,27,10,10,1019,33,34,9,4,320,320,9,4,IGNORADO,33
15,1501,11,2014,1,9,15,1501,39,34,9,4,320,320,1,4,NEOG,41
4,0412,10,2014,1,8,4,0412,31,36,9,4,320,320,4,4,NEOG,41
1,0101,12,2014,6,10,1,0101,39,36,9,4,320,320,9,5,IGNORADO,NEOG
1,0101,11,2014,17,9,1,0101,999,37,9,4,320,320,9,3,81,NEOG
10,1010,12,2014,9,10,20,2004,999,38,9,4,320,320,9,1,92,NEOG
5,0509,10,2014,26,8,5,0501,999,39,9,4,320,320,9,9,NEOG,NEOG
1,0101,11,2014,1,10,1,0101,999,39,9,4,320,320,9,4,NEOG,52
15,1501,12,2014,16,9,15,1501,999,39,9,4,320,320,9,4,IGNORADO,23
22,2205,11,2014,12,9,22,2205,35,39,9,4,320,320,9,3,IGNORADO,NEOG
5,0506,12,2014,13,10,5,0506,999,40,9,4,320,320,9,2,IGNORADO,NEOG
18,1801,12,2014,20,10,18,1801,999,40,9,4,320,320,9,4,NEOG,23
4,0401,10,2014,5,9,4,0415,39,40,9,4,320,320,1,9,IGNORADO,IGNORADO
6,0612,10,2014,3,9,6,0612,999,42,9,4,320,320,9,2,IGNORADO,NEOG
18,1801,11,2014,19,9,18,1801,999,43,9,4,320,320,9,2,61,NEOG
16,1615,12,2014,9,9,16,1615,999,43,9,4,320,320,9,4,NEOG,NEOG
13,1301,12,2014,3,10,13,1301,999,44,9,4,320,320,1,4,IGNORADO,51
1,0117,11,2014,10,6,1,0107,47,45,9,4,320,320,1,2,61,51
1,0101,12,2014,9,9,5,0501,999,46,9,4,320,320,9,2,71,51
4,0402,11,2014,30,10,4,0402,45,47,9,4,320,320,1,2,IGNORADO,NEOG
9,0905,11,2014,8,4,9,0905,999,48,9,4,320,320,9,2,IGNORADO,52
18,1804,11,2014,16,9,18,1804,47,49,9,4,320,320,9,4,IGNORADO,23
22,2202,10,2014,8,8,22,2205,999,51,9,4,320,320,9,1,IGNORADO,NEOG
6,0610,11,2014,14,10,6,0610,58,51,9,4,320,320,9,4,IGNORADO,32
6,0613,11,2014,12,11,6,0613,64,52,9,4,320,320,1,2,71,51
13,1301,10,2014,1,9,13,1301,999,57,9,4,320,320,1,2,75,NEOG
22,2205,12,2014,16,9,22,2204,999,57,9,4,320,320,9,4,92,23
9,0921,10,2014,11,9,12,1218,999,61,9,4,320,320,9,1,IGNORADO,IGNORADO
12,1225,10,2014,29,8,12,1225,74,73,9,4,320,320,9,1,IGNORADO,NEOG
2,0201,12,2014,2,10,2,0201,999,999,9,4,320,320,9,9,IGNORADO,IGNORADO
2,0201,12,2014,6,10,2,0201,999,19,9,4,320,320,9,9,IGNORADO,IGNORADO
12,1201,11,2014,11,7,12,1201,999,29,9,4,320,320,9,9,61,NEOG
19,1902,12,2014,29,10,19,1902,999,33,9,4,320,320,2,2,IGNORADO,IGNORADO
19,1903,12,2014,24,10,19,1903,999,25,9,4,320,320,9,9,IGNORADO,IGNORADO
15,1506,11,2014,12,6,15,1506,999,31,9,4,320,320,4,4,23,23
1,0101,11,2014,16,10,1,0104,999,32,9,4,320,320,9,9,72,NEOG
12,1201,10,2014,4,8,12,1201,999,27,9,4,320,320,1,1,61,NEOG
4,0414,11,2014,25,9,3,0313,999,30,9,4,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2014,19,5,12,1202,999,34,9,4,320,320,4,3,NEOG,NEOG
19,1903,10,2014,19,5,19,1903,999,999,9,4,320,320,9,9,61,NEOG
20,2007,10,2014,7,7,20,2007,34,35,4,4,320,320,5,2,12,NEOG
8,0802,10,2014,29,7,8,0802,27,18,1,4,320,320,4,3,NEOG,NEOG
1,0101,11,2014,8,5,16,1616,24,22,1,4,320,320,4,4,31,NEOG
1,0113,11,2014,23,1,1,0113,26,24,1,4,320,320,4,4,31,44
17,1703,12,2014,7,10,17,1703,24,26,1,4,320,320,9,9,NEOG,NEOG
11,1101,10,2014,22,9,11,1101,28,27,1,4,320,320,3,3,61,NEOG
17,1712,10,2014,12,6,17,1712,36,28,1,4,320,320,4,1,NEOG,NEOG
1,0101,12,2014,8,12,15,1503,32,29,1,4,320,320,3,3,NEOG,NEOG
16,1603,10,2014,5,9,16,1603,37,33,1,4,320,320,4,2,NEOG,IGNORADO
9,0903,10,2014,14,7,9,0903,34,34,1,4,320,320,4,4,26,23
17,1704,10,2014,10,7,17,1704,39,37,1,4,320,320,3,3,NEOG,NEOG
9,0901,10,2014,21,8,9,0901,42,40,1,4,320,320,2,4,NEOG,23
9,0911,10,2014,31,7,9,0911,34,999,1,4,320,320,9,9,IGNORADO,IGNORADO
9,0920,10,2014,4,8,9,0920,999,999,4,4,320,320,9,9,61,NEOG
1,0101,10,2014,14,7,1,0108,999,999,4,4,320,320,9,9,NEOG,NEOG
1,0101,10,2014,22,7,12,1203,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
3,0301,10,2014,22,7,3,0301,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
10,1021,10,2014,18,9,10,1002,999,999,4,4,320,320,1,1,IGNORADO,NEOG
12,1215,10,2014,20,1,12,1215,999,999,4,4,320,320,1,1,61,NEOG
1,0101,10,2014,21,8,1,0101,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
18,1804,10,2014,26,8,18,1804,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
18,1801,10,2014,23,10,18,1801,999,999,4,4,320,320,9,9,NEOG,IGNORADO
1,0101,11,2014,4,7,1,0101,999,999,4,4,320,320,5,5,22,22
16,1601,11,2014,31,1,16,1601,999,999,4,4,320,320,9,9,NEOG,NEOG
1,0114,11,2014,29,8,6,0602,999,999,4,4,320,320,9,9,NEOG,NEOG
22,2217,11,2014,3,11,22,2217,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
19,1904,11,2014,8,9,19,1904,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
18,1802,12,2014,16,10,18,1804,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
12,1215,12,2014,12,9,12,1215,999,999,4,4,320,320,2,1,61,NEOG
15,1501,12,2014,11,6,15,1501,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
12,1215,12,2014,4,11,12,1215,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
12,1215,12,2014,7,10,12,1215,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
1,0101,12,2014,6,10,1,0101,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
20,2008,11,2014,8,8,20,2008,35,999,4,4,320,320,9,9,61,NEOG
2,0205,12,2014,19,8,2,0205,44,999,4,4,320,320,1,1,NEOG,IGNORADO
15,1501,11,2014,4,9,15,1501,20,17,4,4,320,320,3,3,61,NEOG
2,0202,10,2014,23,6,2,0202,25,17,4,4,320,320,4,4,NEOG,NEOG
1,0116,10,2014,23,7,1,0116,22,18,4,4,320,320,3,2,NEOG,NEOG
22,2216,11,2014,27,8,22,2216,24,18,4,4,320,320,4,4,33,NEOG
22,2201,10,2014,8,8,22,2216,25,18,4,4,320,320,4,4,33,NEOG
11,1107,12,2014,27,8,11,1107,20,19,4,4,320,320,3,2,01,NEOG
9,0902,12,2014,14,7,9,0902,22,19,4,4,320,320,4,3,NEOG,NEOG
4,0415,11,2014,1,9,4,0401,24,19,4,4,320,320,4,5,31,NEOG
13,1301,12,2014,14,4,13,1301,24,19,4,4,320,320,2,2,72,NEOG
2,0201,11,2014,5,6,2,0201,26,19,4,4,320,320,3,4,52,52
1,0101,12,2014,10,11,1,0101,26,19,4,4,320,320,3,3,NEOG,NEOG
11,1101,12,2014,18,8,11,1103,26,19,4,4,320,320,4,3,54,NEOG
19,1901,12,2014,30,9,19,1901,27,19,4,4,320,320,4,3,43,NEOG
5,0508,10,2014,2,9,5,0508,29,19,4,4,320,320,4,3,NEOG,NEOG
22,2202,11,2014,30,10,22,2201,20,20,4,4,320,320,3,4,61,NEOG
1,0108,10,2014,24,7,1,0108,22,20,4,4,320,320,4,4,NEOG,NEOG
3,0310,10,2014,22,5,3,0310,22,20,4,4,320,320,4,3,NEOG,NEOG
12,1215,10,2014,8,5,12,1215,22,20,4,4,320,320,9,9,61,NEOG
1,0111,11,2014,24,9,1,0111,23,20,4,4,320,320,4,4,NEOG,NEOG
1,0116,12,2014,7,10,1,0116,23,20,4,4,320,320,3,3,NEOG,NEOG
5,0503,10,2014,21,2,18,1801,26,20,4,4,320,320,2,4,72,NEOG
2,0201,12,2014,3,12,2,0202,26,20,4,4,320,320,3,3,61,NEOG
1,0115,12,2014,18,11,1,0101,27,20,4,4,320,320,4,3,43,NEOG
16,1604,11,2014,17,7,15,1506,30,20,4,4,320,320,3,2,61,NEOG
2,0208,11,2014,9,10,2,0208,20,21,4,4,320,320,4,2,NEOG,52
1,0101,10,2014,3,9,1,0103,22,21,4,4,320,320,2,2,71,NEOG
1,0115,11,2014,12,9,1,0115,22,21,4,4,320,320,4,4,72,NEOG
19,1901,12,2014,12,5,19,1901,22,21,4,4,320,320,4,4,35,NEOG
2,0201,12,2014,30,10,2,0207,24,21,4,4,320,320,9,9,NEOG,NEOG
13,1301,12,2014,28,10,13,1301,25,21,4,4,320,320,3,3,NEOG,NEOG
9,0901,12,2014,29,10,9,0901,26,21,4,4,320,320,5,4,23,NEOG
1,0101,11,2014,16,10,12,1212,29,21,4,4,320,320,3,9,93,NEOG
11,1101,11,2014,22,10,11,1101,29,21,4,4,320,320,2,2,72,NEOG
4,0401,12,2014,18,8,4,0401,33,21,4,4,320,320,3,4,NEOG,NEOG
1,0101,10,2014,24,7,1,0101,42,21,4,4,320,320,4,4,24,34
12,1218,12,2014,17,2,12,1218,21,22,4,4,320,320,2,3,61,NEOG
10,1002,11,2014,16,10,10,1002,22,22,4,4,320,320,3,4,NEOG,23
1,0101,11,2014,23,9,1,0101,22,22,4,4,320,320,4,4,72,NEOG
1,0101,10,2014,2,4,1,0106,26,22,4,4,320,320,4,4,52,NEOG
1,0115,11,2014,5,9,1,0115,27,22,4,4,320,320,1,1,NEOG,NEOG
1,0101,11,2014,9,9,3,0304,29,22,4,4,320,320,4,4,11,NEOG
12,1215,12,2014,6,11,10,1005,29,22,4,4,320,320,2,2,NEOG,51
16,1601,11,2014,10,9,16,1609,36,22,4,4,320,320,3,4,83,12
9,0920,12,2014,14,10,9,0920,36,22,4,4,320,320,9,4,NEOG,NEOG
6,0608,11,2014,26,8,6,0608,21,23,4,4,320,320,4,5,23,NEOG
10,1001,10,2014,3,9,10,1001,22,23,4,4,320,320,4,4,NEOG,NEOG
19,1905,10,2014,21,7,19,1905,23,23,4,4,320,320,4,4,31,42
1,0115,11,2014,26,8,1,0115,24,23,4,4,320,320,9,9,NEOG,NEOG
1,0101,12,2014,10,10,1,0106,25,23,4,4,320,320,2,4,52,NEOG
1,0113,12,2014,27,10,1,0113,26,23,4,4,320,320,2,3,NEOG,NEOG
3,0301,12,2014,14,11,3,0301,26,23,4,4,320,320,9,4,NEOG,NEOG
1,0101,10,2014,24,7,1,0101,27,23,4,4,320,320,4,4,35,34
11,1101,10,2014,25,9,11,1101,28,23,4,4,320,320,4,4,23,NEOG
1,0101,11,2014,26,8,1,0101,28,23,4,4,320,320,4,4,NEOG,NEOG
13,1301,12,2014,5,8,13,1309,28,23,4,4,320,320,4,3,43,32
1,0101,12,2014,29,10,1,0101,30,23,4,4,320,320,5,4,NEOG,NEOG
5,0501,12,2014,9,10,5,0501,30,23,4,4,320,320,4,4,31,NEOG
17,1705,10,2014,27,5,17,1705,31,23,4,4,320,320,2,3,61,NEOG
5,0509,10,2014,15,7,5,0509,31,23,4,4,320,320,4,4,41,NEOG
9,0914,10,2014,4,8,12,1213,31,23,4,4,320,320,4,4,12,12
13,1301,10,2014,21,7,13,1301,35,23,4,4,320,320,4,3,43,NEOG
5,0501,10,2014,27,8,6,0602,999,24,4,4,320,320,9,9,IGNORADO,IGNORADO
10,1014,11,2014,23,10,10,1014,25,24,4,4,320,320,3,3,83,51
22,2203,11,2014,30,10,22,2203,25,24,4,4,320,320,2,5,NEOG,23
20,2011,10,2014,21,3,20,2011,26,24,4,4,320,320,2,3,61,NEOG
1,0101,11,2014,28,8,1,0101,26,24,4,4,320,320,4,4,NEOG,43
1,0101,12,2014,22,8,1,0101,26,24,4,4,320,320,3,4,52,43
13,1301,12,2014,26,5,13,1301,27,24,4,4,320,320,4,5,NEOG,NEOG
1,0101,10,2014,15,7,1,0101,28,24,4,4,320,320,4,4,72,21
1,0116,11,2014,25,9,1,0101,28,24,4,4,320,320,4,4,22,NEOG
4,0405,10,2014,9,7,4,0405,29,24,4,4,320,320,1,2,61,NEOG
1,0101,11,2014,18,8,6,0602,29,24,4,4,320,320,4,4,43,NEOG
20,2005,10,2014,25,7,20,2005,30,24,4,4,320,320,4,4,72,23
20,2001,11,2014,30,9,20,2001,32,24,4,4,320,320,2,3,75,NEOG
22,2216,12,2014,29,10,22,2216,32,24,4,4,320,320,2,2,61,NEOG
15,1503,10,2014,29,8,15,1503,37,24,4,4,320,320,3,3,52,NEOG
1,0101,10,2014,5,8,1,0102,45,24,4,4,320,320,5,4,NEOG,26
1,0101,10,2014,26,6,1,0101,23,25,4,4,320,320,3,3,52,42
1,0101,10,2014,21,8,1,0108,24,25,4,4,320,320,4,4,NEOG,NEOG
1,0101,10,2014,24,2,1,0101,26,25,4,4,320,320,4,4,35,23
22,2213,11,2014,14,10,22,2213,26,25,4,4,320,320,4,4,NEOG,NEOG
4,0403,12,2014,26,8,4,0401,26,25,4,4,320,320,4,4,42,42
12,1220,10,2014,28,8,12,1220,27,25,4,4,320,320,4,4,NEOG,32
3,0310,11,2014,12,8,1,0101,27,25,4,4,320,320,4,4,NEOG,NEOG
20,2003,11,2014,5,9,20,2003,27,25,4,4,320,320,2,4,81,NEOG
12,1222,12,2014,30,10,12,1222,27,25,4,4,320,320,4,4,NEOG,NEOG
22,2212,10,2014,28,7,22,2212,28,25,4,4,320,320,2,4,51,NEOG
22,2201,11,2014,3,10,22,2201,29,25,4,4,320,320,4,4,43,23
1,0101,12,2014,25,8,1,0108,29,25,4,4,320,320,4,5,35,22
1,0101,10,2014,22,7,1,0108,30,25,4,4,320,320,4,4,35,NEOG
1,0101,12,2014,26,9,1,0115,40,25,4,4,320,320,2,4,52,51
14,1412,11,2014,19,9,14,1412,23,26,4,4,320,320,9,9,NEOG,NEOG
19,1901,11,2014,26,8,19,1901,27,26,4,4,320,320,4,4,52,41
19,1902,11,2014,6,2,19,1902,27,26,4,4,320,320,4,4,33,41
2,0208,12,2014,29,10,2,0208,27,26,4,4,320,320,9,9,NEOG,NEOG
15,1501,11,2014,3,7,15,1501,29,26,4,4,320,320,3,2,61,NEOG
11,1106,12,2014,12,8,11,1106,29,26,4,4,320,320,2,4,IGNORADO,IGNORADO
1,0114,12,2014,26,6,1,0101,30,26,4,4,320,320,4,4,35,23
18,1801,12,2014,24,11,18,1801,31,26,4,4,320,320,4,4,43,35
13,1301,10,2014,9,5,13,1301,32,26,4,4,320,320,3,2,96,NEOG
1,0101,10,2014,4,8,1,0101,34,26,4,4,320,320,5,5,NEOG,NEOG
4,0415,11,2014,6,8,4,0415,36,26,4,4,320,320,4,9,43,IGNORADO
12,1217,10,2014,1,4,12,1217,37,26,4,4,320,320,9,9,61,NEOG
22,2212,12,2014,17,11,22,2212,39,26,4,4,320,320,2,2,52,NEOG
1,0101,11,2014,17,7,1,0102,23,27,4,4,320,320,9,9,IGNORADO,NEOG
22,2212,11,2014,16,9,22,2212,26,27,4,4,320,320,4,4,43,43
1,0101,11,2014,25,7,1,0101,27,27,4,4,320,320,4,4,NEOG,NEOG
9,0922,12,2014,30,10,9,0922,27,27,4,4,320,320,2,2,61,NEOG
1,0116,11,2014,16,9,1,0116,28,27,4,4,320,320,2,9,61,NEOG
11,1105,11,2014,21,10,11,1105,28,27,4,4,320,320,3,4,83,NEOG
1,0101,12,2014,29,10,1,0106,28,27,4,4,320,320,9,4,NEOG,NEOG
7,0710,11,2014,29,9,7,0710,29,27,4,4,320,320,4,4,23,NEOG
12,1218,10,2014,8,8,12,1218,30,27,4,4,320,320,2,2,IGNORADO,IGNORADO
12,1217,11,2014,14,8,12,1217,30,27,4,4,320,320,4,4,52,NEOG
1,0101,12,2014,23,10,1,0101,30,27,4,4,320,320,4,4,52,NEOG
20,2007,11,2014,31,7,20,2007,31,27,4,4,320,320,4,5,43,22
14,1412,10,2014,30,7,14,1412,32,27,4,4,320,320,2,4,NEOG,41
9,0917,10,2014,18,8,9,0917,36,27,4,4,320,320,4,4,33,23
19,1903,11,2014,19,5,19,1903,58,27,4,4,320,320,9,9,IGNORADO,IGNORADO
12,1201,12,2014,10,9,12,1201,999,27,4,4,320,320,4,5,NEOG,NEOG
22,2214,11,2014,16,10,22,2214,999,28,4,4,320,320,1,4,61,23
22,2201,10,2014,20,8,22,2201,25,28,4,4,320,320,4,4,43,23
5,0501,10,2014,9,1,5,0501,25,28,4,4,320,320,4,5,31,23
17,1705,12,2014,17,10,17,1710,25,28,4,4,320,320,5,4,23,23
1,0101,10,2014,5,5,1,0115,27,28,4,4,320,320,4,4,NEOG,41
22,2216,12,2014,30,9,22,2216,27,28,4,4,320,320,4,4,23,NEOG
1,0101,10,2014,3,7,1,0101,28,28,4,4,320,320,4,4,NEOG,31
1,0101,11,2014,25,9,1,0108,28,28,4,4,320,320,5,4,NEOG,NEOG
2,0207,12,2014,9,10,2,0207,28,28,4,4,320,320,9,4,52,41
1,0101,10,2014,16,6,1,0101,30,28,4,4,320,320,5,4,NEOG,35
10,1003,12,2014,11,3,10,1004,30,28,4,4,320,320,4,4,35,35
13,1301,12,2014,12,11,13,1301,30,28,4,4,320,320,4,4,NEOG,NEOG
10,1003,11,2014,22,10,10,1003,31,28,4,4,320,320,4,4,NEOG,NEOG
22,2210,10,2014,11,9,22,2210,32,28,4,4,320,320,1,1,61,NEOG
9,0901,11,2014,26,8,9,0901,32,28,4,4,320,320,9,5,NEOG,34
1,0101,11,2014,9,9,1,0101,34,28,4,4,320,320,5,5,25,NEOG
1,0101,11,2014,4,9,1,0101,37,28,4,4,320,320,4,4,43,44
1,0115,10,2014,2,10,1,0101,39,28,4,4,320,320,5,5,NEOG,NEOG
22,2214,11,2014,30,10,22,2214,39,28,4,4,320,320,4,4,23,23
1,0101,12,2014,6,11,1,0116,40,28,4,4,320,320,4,4,24,52
1,0101,11,2014,14,4,11,1106,42,28,4,4,320,320,2,2,81,NEOG
1,0114,11,2014,15,8,5,0505,23,29,4,4,320,320,4,2,74,NEOG
20,2008,10,2014,15,5,20,2007,27,29,4,4,320,320,1,5,NEOG,12
3,0302,11,2014,18,9,3,0302,28,29,4,4,320,320,4,9,31,NEOG
1,0101,12,2014,3,11,1,0101,28,29,4,4,320,320,4,4,72,NEOG
18,1801,12,2014,23,9,18,1801,29,29,4,4,320,320,4,4,12,43
9,0901,11,2014,22,9,9,0901,30,29,4,4,320,320,1,1,NEOG,NEOG
9,0921,10,2014,26,9,9,0921,31,29,4,4,320,320,4,9,72,NEOG
1,0101,10,2014,11,9,1,0102,33,29,4,4,320,320,4,4,IGNORADO,IGNORADO
16,1601,11,2014,25,9,16,1609,33,29,4,4,320,320,5,5,21,21
1,0101,11,2014,5,2,6,0604,33,29,4,4,320,320,2,3,71,52
1,0101,10,2014,31,7,12,1221,34,29,4,4,320,320,3,2,61,NEOG
1,0101,10,2014,26,6,1,0114,34,29,4,4,320,320,5,4,21,NEOG
15,1507,10,2014,15,8,15,1507,35,29,4,4,320,320,1,1,IGNORADO,IGNORADO
1,0101,11,2014,23,10,3,0301,38,29,4,4,320,320,9,9,12,NEOG
10,1001,10,2014,29,9,10,1009,23,30,4,4,320,320,3,4,NEOG,23
9,0901,10,2014,25,7,9,0901,24,30,4,4,320,320,4,5,NEOG,NEOG
2,0204,12,2014,12,9,2,0204,26,30,4,4,320,320,3,4,NEOG,42
1,0101,10,2014,17,6,1,0101,31,30,4,4,320,320,4,4,NEOG,41
1,0106,10,2014,28,8,1,0106,34,30,4,4,320,320,4,4,31,13
1,0101,10,2014,4,8,1,0101,38,30,4,4,320,320,4,3,42,NEOG
17,1703,12,2014,28,10,17,1703,39,30,4,4,320,320,3,2,NEOG,42
19,1902,12,2014,2,12,19,1902,57,30,4,4,320,320,1,1,23,NEOG
20,2003,10,2014,29,7,20,2003,999,31,4,4,320,320,1,3,IGNORADO,81
5,0502,12,2014,19,8,5,0502,28,31,4,4,320,320,9,9,NEOG,NEOG
22,2205,11,2014,16,9,22,2205,29,31,4,4,320,320,2,2,61,NEOG
1,0108,11,2014,11,8,1,0101,31,31,4,4,320,320,4,4,43,41
19,1901,12,2014,3,10,19,1901,31,31,4,4,320,320,4,4,43,35
1,0101,11,2014,2,10,1,0101,32,31,4,4,320,320,5,5,25,26
9,0901,10,2014,21,8,9,0901,33,31,4,4,320,320,5,5,NEOG,21
1,0115,12,2014,12,8,1,0117,33,31,4,4,320,320,9,4,74,43
20,2001,12,2014,21,8,20,2001,33,31,4,4,320,320,5,5,43,23
22,2216,12,2014,23,10,22,2216,34,31,4,4,320,320,2,1,61,52
15,1501,12,2014,27,11,1,0113,35,31,4,4,320,320,4,5,52,21
12,1218,10,2014,27,8,12,1218,37,31,4,4,320,320,2,2,IGNORADO,IGNORADO
1,0101,11,2014,20,8,1,0116,28,32,4,4,320,320,3,4,NEOG,41
11,1106,10,2014,25,9,11,1106,31,32,4,4,320,320,4,4,33,34
15,1505,11,2014,4,9,15,1505,31,32,4,4,320,320,4,4,23,23
